date,game,word,wordfreq_commonality,subtlex_commonality,trend_day_language,trend_avg_200_language,trend_day_global,trend_avg_200_global
2024-07-14,1121,video,0.0051,0.3518,72.0,70.53,98.0,85.04
2024-07-13,1120,enact,0.0001,0.0156,100.0,1.59,100.0,10.1
2024-07-12,1119,jiffy,0.0,0.0887,100.0,0.51,100.0,38.04
2024-07-11,1118,cameo,0.0001,0.0362,100.0,4.96,43.0,21.79
2024-07-10,1117,gaunt,0.0,0.0139,100.0,1.57,100.0,3.33
2024-07-09,1116,blare,0.0,0.0309,100.0,0.08,100.0,1.08
2024-07-08,1115,shape,0.001,0.3234,27.0,25.28,65.0,75.06
2024-07-07,1114,canon,0.0002,0.0642,53.0,26.74,82.0,74.56
2024-07-06,1113,scoff,0.0,0.0323,100.0,0.63,100.0,2.92
2024-07-05,1112,crush,0.0003,0.2705,65.0,65.69,79.0,83.38
2024-07-04,1111,debut,0.0006,0.1201,100.0,35.1,60.0,46.65
2024-07-03,1110,thigh,0.0001,0.1464,61.0,29.62,83.0,81.68
2024-07-02,1109,inlay,0.0,0.021,100.0,0.0,100.0,8.73
2024-07-01,1108,adage,0.0,0.0459,55.0,1.34,57.0,1.37
2024-06-30,1107,buddy,0.0005,0.4363,33.0,42.89,70.0,66.84
2024-06-29,1106,zebra,0.0,0.118,49.0,51.33,50.0,59.46
2024-06-28,1105,drove,0.0004,0.3192,32.0,5.92,43.0,29.34
2024-06-27,1104,order,0.0059,0.4755,76.0,76.58,84.0,81.56
2024-06-26,1103,knead,0.0,0.0156,100.0,1.06,100.0,15.79
2024-06-25,1102,savor,0.0,0.0623,100.0,2.48,100.0,11.53
2024-06-24,1101,dolly,0.0001,0.1829,100.0,2.68,56.0,44.41
2024-06-23,1100,bugle,0.0,0.0944,100.0,0.18,100.0,5.31
2024-06-22,1099,edict,0.0,0.0254,100.0,0.52,100.0,1.06
2024-06-21,1098,paint,0.0006,0.3413,65.0,66.46,80.0,81.95
2024-06-20,1097,scent,0.0001,0.1823,100.0,31.76,83.0,76.08
2024-06-19,1096,terse,0.0,0.0139,100.0,0.82,100.0,0.94
2024-06-18,1095,cover,0.0023,0.4282,61.0,64.79,81.0,78.68
2024-06-17,1094,prior,0.0014,0.2092,12.0,8.19,29.0,24.67
2024-06-16,1093,grind,0.0002,0.146,92.0,63.18,100.0,76.99
2024-06-15,1092,proud,0.0012,0.4171,52.0,58.32,53.0,46.92
2024-06-14,1091,vault,0.0002,0.2413,57.0,14.32,50.0,47.1
2024-06-13,1090,angst,0.0,0.0613,100.0,12.94,100.0,25.48
2024-06-12,1089,deter,0.0001,0.0309,100.0,10.25,100.0,9.53
2024-06-11,1088,swung,0.0001,0.1119,100.0,0.3,100.0,5.53
2024-06-10,1087,manga,0.0002,0.0171,100.0,42.74,100.0,67.11
2024-06-09,1086,crowd,0.001,0.3427,100.0,59.39,97.0,72.54
2024-06-08,1085,hence,0.0005,0.1658,100.0,29.08,100.0,32.99
2024-06-07,1084,melon,0.0,0.1562,61.0,51.69,78.0,64.11
2024-06-06,1083,ether,0.0,0.1069,17.0,1.1,29.0,5.72
2024-06-05,1082,organ,0.0003,0.1983,61.0,42.92,70.0,59.6
2024-06-04,1081,groom,0.0001,0.2046,100.0,33.94,80.0,76.68
2024-06-03,1080,stark,0.0002,0.1892,30.0,8.94,55.0,36.69
2024-06-02,1079,bravo,0.0001,0.2816,100.0,32.32,72.0,71.99
2024-06-01,1078,basin,0.0002,0.0994,100.0,14.81,93.0,75.92
2024-05-31,1077,chaos,0.0004,0.22,100.0,50.64,73.0,51.54
2024-05-30,1076,gummy,0.0,0.0526,100.0,1.42,99.0,74.31
2024-05-29,1075,papal,0.0,0.04,100.0,0.04,100.0,1.83
2024-05-28,1074,minus,0.0002,0.205,72.0,51.82,27.0,40.69
2024-05-27,1073,skier,0.0,0.0362,80.0,1.16,100.0,15.48
2024-05-26,1072,bevel,0.0,0.0072,100.0,0.26,100.0,4.2
2024-05-25,1071,titan,0.0001,0.0842,100.0,17.36,54.0,47.54
2024-05-24,1070,glide,0.0,0.1136,32.0,7.61,91.0,69.32
2024-05-23,1069,swish,0.0,0.0901,100.0,0.33,100.0,26.74
2024-05-22,1068,exalt,0.0,0.0171,100.0,0.6,100.0,2.24
2024-05-21,1067,dingo,0.0,0.0779,100.0,0.42,100.0,8.51
2024-05-20,1066,nicer,0.0001,0.201,100.0,2.66,100.0,34.48
2024-05-19,1065,hitch,0.0001,0.1527,39.0,2.88,35.0,24.22
2024-05-18,1064,briny,0.0,0.0436,100.0,0.05,100.0,0.08
2024-05-17,1063,tutor,0.0001,0.1621,86.0,66.9,92.0,79.44
2024-05-16,1062,stall,0.0001,0.216,29.0,11.55,80.0,65.46
2024-05-15,1061,pinch,0.0001,0.1844,34.0,12.14,77.0,63.48
2024-05-14,1060,amass,0.0,0.0055,100.0,0.18,100.0,2.36
2024-05-13,1059,cumin,0.0,0.0254,100.0,2.99,100.0,23.49
2024-05-12,1058,outer,0.0003,0.2171,100.0,31.06,68.0,60.64
2024-05-11,1057,tidal,0.0001,0.067,100.0,0.9,84.0,52.61
2024-05-10,1056,media,0.0038,0.2958,76.0,71.05,72.0,80.84
2024-05-09,1055,jerky,0.0,0.1113,100.0,0.55,100.0,59.0
2024-05-08,1054,pious,0.0,0.0623,100.0,1.56,100.0,1.54
2024-05-07,1053,musty,0.0,0.0375,100.0,1.16,90.0,14.18
2024-05-06,1052,shave,0.0001,0.253,0.0,9.34,85.0,83.04
2024-05-05,1051,decal,0.0,0.0106,100.0,0.22,100.0,16.8
2024-05-04,1050,value,0.0027,0.2926,59.0,71.38,60.0,74.56
2024-05-03,1049,ebony,0.0,0.0583,100.0,3.19,100.0,59.94
2024-05-02,1048,slice,0.0002,0.2118,100.0,37.62,91.0,84.08
2024-05-01,1047,diary,0.0002,0.2162,88.0,68.06,69.0,69.68
2024-04-30,1046,prowl,0.0,0.0779,100.0,0.45,100.0,5.12
2024-04-29,1045,craft,0.0004,0.1783,92.0,56.92,64.0,59.17
2024-04-28,1044,prune,0.0,0.085,19.0,3.39,75.0,41.06
2024-04-27,1043,gleam,0.0,0.0642,100.0,0.78,100.0,5.75
2024-04-26,1042,vapid,0.0,0.0225,100.0,0.32,100.0,1.01
2024-04-25,1041,intro,0.0001,0.1032,100.0,16.71,100.0,71.3
2024-04-24,1040,overt,0.0,0.0225,100.0,3.37,100.0,5.05
2024-04-23,1039,rover,0.0001,0.1377,83.0,5.54,78.0,69.55
2024-04-22,1038,laser,0.0003,0.2114,12.0,5.84,93.0,85.32
2024-04-21,1037,jolly,0.0001,0.201,66.0,22.88,45.0,42.63
2024-04-20,1036,lucid,0.0,0.077,26.0,5.29,46.0,23.34
2024-04-19,1035,raise,0.0011,0.3786,76.0,59.17,95.0,84.31
2024-04-18,1034,facet,0.0,0.021,100.0,10.98,100.0,12.15
2024-04-17,1033,tithe,0.0,0.0019,100.0,0.2,100.0,1.28
2024-04-16,1032,shank,0.0,0.0803,100.0,0.38,100.0,21.08
2024-04-15,1031,equip,0.0001,0.0268,100.0,6.76,100.0,54.55
2024-04-14,1030,blimp,0.0,0.067,100.0,0.1,100.0,4.66
2024-04-13,1029,steel,0.001,0.2789,54.0,64.72,77.0,83.2
2024-04-12,1028,whiny,0.0,0.0661,100.0,0.24,100.0,1.95
2024-04-11,1027,louse,0.0,0.093,100.0,2.11,100.0,1.68
2024-04-10,1026,broth,0.0,0.0593,100.0,6.27,70.0,61.84
2024-04-09,1025,merge,0.0001,0.0819,69.0,59.82,80.0,73.53
2024-04-08,1024,breed,0.0002,0.1872,100.0,29.89,65.0,58.74
2024-04-07,1023,voila,0.0,0.1185,100.0,1.61,100.0,6.07
2024-04-06,1022,finch,0.0001,0.1516,100.0,0.16,100.0,28.52
2024-04-05,1021,wrist,0.0002,0.2281,13.0,9.07,75.0,70.1
2024-04-04,1020,climb,0.0003,0.285,83.0,62.46,89.0,79.34
2024-04-03,1019,plait,0.0,0.0412,100.0,0.46,100.0,1.94
2024-04-02,1018,serum,0.0001,0.1464,81.0,48.66,85.0,80.77
2024-04-01,1017,frond,0.0,0.0037,100.0,0.01,100.0,0.04
2024-03-31,1016,taboo,0.0001,0.0749,100.0,15.9,100.0,65.64
2024-03-30,1015,force,0.0032,0.4014,66.0,75.89,77.0,84.87
2024-03-29,1014,realm,0.0002,0.1631,100.0,14.4,100.0,49.52
2024-03-28,1013,speak,0.002,0.4921,80.0,78.88,88.0,87.12
2024-03-27,1012,stung,0.0,0.0872,100.0,0.76,100.0,30.68
2024-03-26,1011,mayor,0.0008,0.3265,79.0,62.53,49.0,42.68
2024-03-25,1010,sally,0.0002,0.3115,100.0,0.06,100.0,19.2
2024-03-24,1009,towel,0.0002,0.2555,55.0,52.14,86.0,73.38
2024-03-23,1008,risen,0.0001,0.088,100.0,4.8,100.0,37.26
2024-03-22,1007,decay,0.0001,0.1051,100.0,26.95,87.0,74.11
2024-03-21,1006,shade,0.0003,0.1823,96.0,60.12,87.0,70.32
2024-03-20,1005,lingo,0.0,0.0724,100.0,6.89,100.0,22.14
2024-03-19,1004,abide,0.0001,0.1232,100.0,17.96,100.0,20.5
2024-03-18,1003,spelt,0.0,0.021,100.0,3.48,100.0,5.18
2024-03-17,1002,snort,0.0,0.0724,100.0,1.03,100.0,26.0
2024-03-16,1001,toxin,0.0,0.0603,100.0,0.36,100.0,42.02
2024-03-15,1000,erupt,0.0,0.0309,100.0,0.94,100.0,37.32
2024-03-14,999,since,0.0107,0.5408,28.0,27.87,11.0,13.44
2024-03-13,998,local,0.0051,0.3528,97.0,72.85,95.0,81.12
2024-03-12,997,heave,0.0,0.1444,100.0,0.48,100.0,5.88
2024-03-11,996,pesky,0.0,0.0661,100.0,0.42,100.0,2.63
2024-03-10,995,grasp,0.0002,0.1614,100.0,40.42,100.0,60.28
2024-03-09,994,cheer,0.0002,0.28,63.0,52.82,88.0,70.46
2024-03-08,993,early,0.0051,0.4409,69.0,70.86,82.0,77.98
2024-03-07,992,clone,0.0001,0.118,64.0,35.9,85.0,75.74
2024-03-06,991,teary,0.0,0.0072,100.0,0.18,68.0,5.18
2024-03-05,990,hunch,0.0,0.2012,100.0,12.28,100.0,14.26
2024-03-04,989,flame,0.0002,0.2167,73.0,65.47,65.0,65.42
2024-03-03,988,state,0.0115,0.4407,70.0,76.93,55.0,53.64
2024-03-02,987,urban,0.0009,0.1627,76.0,66.95,69.0,64.82
2024-03-01,986,forty,0.0003,0.2301,100.0,19.1,100.0,51.13
2024-02-29,985,image,0.0017,0.2972,32.0,31.86,80.0,75.16
2024-02-28,984,devil,0.0004,0.352,79.0,65.32,62.0,63.98
2024-02-27,983,sense,0.003,0.4594,80.0,69.74,96.0,87.57
2024-02-26,982,often,0.0049,0.3821,81.0,71.5,100.0,77.9
2024-02-25,981,smith,0.0015,0.3403,100.0,4.18,81.0,67.03
2024-02-24,980,piper,0.0001,0.3241,100.0,3.36,43.0,28.28
2024-02-23,979,apart,0.0012,0.3638,98.0,65.76,93.0,86.76
2024-02-22,978,heavy,0.0017,0.3643,81.0,71.98,85.0,83.54
2024-02-21,977,build,0.0021,0.3659,94.0,73.12,80.0,75.05
2024-02-20,976,match,0.0026,0.3684,27.0,31.22,8.0,17.56
2024-02-19,975,price,0.0032,0.3755,69.0,67.74,75.0,84.76
2024-02-18,974,ridge,0.0003,0.1963,100.0,12.84,76.0,76.76
2024-02-17,973,psalm,0.0001,0.0387,100.0,5.69,100.0,48.26
2024-02-16,972,stash,0.0001,0.169,100.0,6.29,65.0,39.15
2024-02-15,971,ascot,0.0,0.04,100.0,0.06,100.0,4.28
2024-02-14,970,talon,0.0,0.0697,100.0,2.58,100.0,33.22
2024-02-13,969,scram,0.0,0.1415,100.0,0.16,100.0,7.88
2024-02-12,968,pasta,0.0002,0.1556,71.0,66.51,75.0,78.14
2024-02-11,967,never,0.0155,0.6782,77.0,77.52,88.0,78.0
2024-02-10,966,fried,0.0002,0.2267,85.0,48.17,87.0,66.38
2024-02-09,965,stiff,0.0002,0.2274,50.0,21.72,38.0,28.32
2024-02-08,964,place,0.0098,0.6017,82.0,75.68,92.0,81.84
2024-02-07,963,after,0.0246,0.6134,87.0,75.18,99.0,90.59
2024-02-06,962,which,0.0382,0.5798,83.0,75.71,95.0,79.48
2024-02-05,961,repel,0.0,0.0482,100.0,4.96,100.0,30.68
2024-02-04,960,verge,0.0001,0.1364,100.0,19.01,100.0,28.0
2024-02-03,959,micro,0.0002,0.0424,100.0,38.31,87.0,82.46
2024-02-02,958,cleft,0.0,0.0436,100.0,1.2,100.0,9.67
2024-02-01,957,alive,0.0011,0.4742,79.0,70.1,71.0,72.4
2024-01-31,956,bulky,0.0,0.0387,100.0,4.4,100.0,53.28
2024-01-30,955,expel,0.0,0.0811,100.0,4.28,100.0,16.61
2024-01-29,954,leggy,0.0,0.0171,100.0,0.08,100.0,1.96
2024-01-28,953,ember,0.0,0.0187,100.0,12.03,100.0,42.24
2024-01-27,952,snake,0.0003,0.2961,33.0,52.66,55.0,68.83
2024-01-26,951,aloof,0.0,0.0471,100.0,5.22,100.0,6.06
2024-01-25,950,block,0.0015,0.3502,92.0,77.5,92.0,82.86
2024-01-24,949,relic,0.0,0.0795,100.0,2.65,100.0,42.96
2024-01-23,948,still,0.0159,0.6269,100.0,81.9,90.0,83.26
2024-01-22,947,tweak,0.0,0.0482,100.0,6.62,100.0,19.14
2024-01-21,946,north,0.0042,0.3921,30.0,35.1,78.0,82.42
2024-01-20,945,large,0.0047,0.3522,45.0,52.7,78.0,79.1
2024-01-19,944,thing,0.01,0.6572,82.0,74.2,90.0,88.6
2024-01-18,943,stole,0.0003,0.3751,72.0,54.68,26.0,22.05
2024-01-17,942,court,0.0049,0.4343,100.0,69.82,89.0,77.9
2024-01-16,941,blond,0.0001,0.2291,100.0,12.46,100.0,43.17
2024-01-15,940,lunch,0.0009,0.4374,46.0,62.31,73.0,81.05
2024-01-14,939,doing,0.0076,0.6519,91.0,85.6,87.0,85.16
2024-01-13,938,heard,0.0036,0.5603,95.0,66.26,28.0,28.4
2024-01-12,937,route,0.0009,0.2919,69.0,53.06,79.0,82.67
2024-01-11,936,brief,0.0006,0.2566,73.0,54.84,86.0,68.02
2024-01-10,935,threw,0.0006,0.3508,100.0,11.9,100.0,60.6
2024-01-09,934,liner,0.0001,0.0749,100.0,3.52,99.0,75.58
2024-01-08,933,final,0.0037,0.3689,44.0,42.13,14.0,17.08
2024-01-07,932,stony,0.0,0.0448,100.0,0.1,100.0,30.38
2024-01-06,931,cable,0.0007,0.2935,56.0,62.02,89.0,86.91
2024-01-05,930,lunge,0.0,0.0362,100.0,0.23,100.0,30.02
2024-01-04,929,scant,0.0,0.0202,100.0,0.38,100.0,1.66
2024-01-03,928,twirl,0.0,0.0787,100.0,0.78,100.0,15.82
2024-01-02,927,aging,0.0002,0.1196,100.0,6.52,100.0,56.13
2024-01-01,926,mural,0.0001,0.0661,100.0,15.6,100.0,69.22
2023-12-31,925,salty,0.0001,0.1174,48.0,29.56,100.0,80.5
2023-12-30,924,three,0.0115,0.5918,45.0,47.4,62.0,71.26
2023-12-29,923,child,0.0038,0.4761,60.0,68.69,84.0,84.68
2023-12-28,922,learn,0.0028,0.4495,77.0,77.65,72.0,79.94
2023-12-27,921,daisy,0.0001,0.2513,54.0,24.79,89.0,80.42
2023-12-26,920,phone,0.0038,0.5263,82.0,83.64,94.0,86.88
2023-12-25,919,evoke,0.0,0.0239,100.0,5.33,100.0,17.63
2023-12-24,918,grace,0.0007,0.3541,96.0,72.04,75.0,68.08
2023-12-23,917,slope,0.0002,0.1288,68.0,41.02,24.0,52.06
2023-12-22,916,touch,0.0016,0.47,69.0,68.22,86.0,87.62
2023-12-21,915,built,0.0022,0.3516,72.0,61.72,76.0,83.46
2023-12-20,914,small,0.0062,0.4544,83.0,78.25,70.0,74.24
2023-12-19,913,table,0.0021,0.4388,64.0,65.28,33.0,36.88
2023-12-18,912,funny,0.002,0.5065,79.0,78.11,84.0,77.92
2023-12-17,911,bacon,0.0003,0.24,87.0,52.37,87.0,56.63
2023-12-16,910,globe,0.0004,0.1717,71.0,37.94,82.0,57.36
2023-12-15,909,topic,0.0006,0.1731,66.0,66.38,85.0,79.53
2023-12-14,908,would,0.0355,0.7027,98.0,71.74,86.0,68.48
2023-12-13,907,spent,0.002,0.4007,100.0,55.11,90.0,76.25
2023-12-12,906,these,0.021,0.6397,99.0,72.97,89.0,65.96
2023-12-11,905,house,0.0098,0.5867,86.0,81.73,75.0,79.16
2023-12-10,904,chain,0.0009,0.2914,75.0,66.32,88.0,87.36
2023-12-09,903,shift,0.0007,0.2979,69.0,66.69,93.0,75.6
2023-12-08,902,sharp,0.0006,0.3016,76.0,60.56,92.0,88.08
2023-12-07,901,sleep,0.0021,0.5106,88.0,81.22,96.0,89.54
2023-12-06,900,woman,0.0043,0.571,87.0,81.26,77.0,75.89
2023-12-05,899,young,0.0051,0.5166,87.0,76.6,66.0,69.64
2023-12-04,898,worst,0.0016,0.3805,93.0,73.56,66.0,66.26
2023-12-03,897,adapt,0.0002,0.1211,91.0,51.92,73.0,67.06
2023-12-02,896,genre,0.0003,0.0679,100.0,29.76,91.0,52.37
2023-12-01,895,taken,0.0041,0.4641,92.0,71.62,72.0,69.41
2023-11-30,894,resin,0.0001,0.0436,100.0,6.14,100.0,56.5
2023-11-29,893,sushi,0.0001,0.1576,86.0,67.69,60.0,75.42
2023-11-28,892,scope,0.0003,0.1775,100.0,60.38,100.0,77.1
2023-11-27,891,tawny,0.0,0.0471,100.0,0.06,100.0,3.16
2023-11-26,890,solid,0.001,0.2841,61.0,49.81,62.0,63.2
2023-11-25,889,guide,0.0011,0.2759,53.0,67.38,79.0,82.98
2023-11-24,888,throw,0.0013,0.4573,73.0,69.74,77.0,66.0
2023-11-23,887,queen,0.0014,0.3777,65.0,63.14,33.0,39.54
2023-11-22,886,pixel,0.0001,0.0123,78.0,57.46,53.0,47.6
2023-11-21,885,piano,0.0004,0.3056,87.0,70.6,89.0,81.59
2023-11-20,884,candy,0.0004,0.3387,41.0,47.82,59.0,54.87
2023-11-19,883,queue,0.0001,0.0732,100.0,25.84,100.0,36.77
2023-11-18,882,think,0.0229,0.7422,70.0,74.18,66.0,74.42
2023-11-17,881,tardy,0.0,0.0715,100.0,2.28,100.0,8.12
2023-11-16,880,trust,0.0026,0.4875,89.0,82.6,85.0,80.03
2023-11-15,879,sight,0.0007,0.3604,100.0,60.78,54.0,44.58
2023-11-14,878,sassy,0.0,0.1353,100.0,22.47,100.0,45.88
2023-11-13,877,green,0.0026,0.4038,82.0,77.76,78.0,80.6
2023-11-12,876,meant,0.0017,0.4375,100.0,55.14,89.0,79.9
2023-11-11,875,actor,0.0009,0.3108,33.0,30.38,70.0,65.74
2023-11-10,874,leash,0.0001,0.1565,100.0,6.64,100.0,67.94
2023-11-09,873,glaze,0.0,0.0593,100.0,0.84,100.0,67.79
2023-11-08,872,ninja,0.0001,0.1196,49.0,21.34,37.0,39.89
2023-11-07,871,limit,0.001,0.2481,90.0,70.02,52.0,50.45
2023-11-06,870,trade,0.0025,0.3373,81.0,71.27,51.0,47.36
2023-11-05,869,flare,0.0001,0.1553,100.0,17.15,58.0,41.8
2023-11-04,868,mania,0.0001,0.0661,100.0,7.44,100.0,65.5
2023-11-03,867,ardor,0.0,0.0123,100.0,0.7,100.0,5.26
2023-11-02,866,until,0.0078,0.537,94.0,74.1,92.0,80.76
2023-11-01,865,noise,0.0007,0.3364,83.0,66.0,88.0,86.44
2023-10-31,864,bleak,0.0001,0.0688,100.0,9.74,100.0,15.31
2023-10-30,863,grail,0.0001,0.1227,100.0,0.38,100.0,12.52
2023-10-29,862,phony,0.0,0.209,100.0,3.48,100.0,8.16
2023-10-28,861,mason,0.0003,0.2538,100.0,11.86,49.0,46.9
2023-10-27,860,noble,0.0003,0.2581,100.0,33.95,93.0,84.64
2023-10-26,859,pique,0.0,0.021,100.0,6.71,100.0,16.95
2023-10-25,858,retry,0.0,0.009,100.0,2.84,100.0,33.76
2023-10-24,857,cause,0.0043,0.5394,88.0,63.22,72.0,68.86
2023-10-23,856,tempo,0.0001,0.093,83.0,69.52,74.0,68.54
2023-10-22,855,given,0.0049,0.429,86.0,74.19,66.0,72.04
2023-10-21,854,smirk,0.0,0.0552,100.0,7.36,100.0,15.13
2023-10-20,853,occur,0.0006,0.2003,100.0,25.26,91.0,61.12
2023-10-19,852,splat,0.0,0.0573,100.0,0.2,100.0,12.58
2023-10-18,851,mercy,0.0003,0.3073,100.0,55.96,58.0,53.84
2023-10-17,850,adult,0.0012,0.2563,93.0,76.32,93.0,84.2
2023-10-16,849,graph,0.0002,0.0526,86.0,54.5,90.0,63.5
2023-10-15,848,leaky,0.0,0.0697,100.0,0.5,100.0,50.69
2023-10-14,847,agent,0.0012,0.4361,58.0,63.33,44.0,58.38
2023-10-13,846,uncle,0.0005,0.4537,75.0,69.24,72.0,74.82
2023-10-12,845,knelt,0.0,0.0296,100.0,0.14,100.0,1.3
2023-10-11,844,skunk,0.0,0.136,100.0,2.44,100.0,43.08
2023-10-10,843,snail,0.0001,0.0954,100.0,45.33,80.0,76.06
2023-10-09,842,truth,0.0021,0.4946,75.0,74.0,62.0,64.44
2023-10-08,841,binge,0.0001,0.0613,100.0,22.41,91.0,62.03
2023-10-07,840,viola,0.0001,0.1293,100.0,17.22,100.0,48.05
2023-10-06,839,chime,0.0,0.0613,100.0,4.54,81.0,63.08
2023-10-05,838,bunch,0.0007,0.3845,100.0,34.67,61.0,50.42
2023-10-04,837,spurt,0.0,0.0296,100.0,0.44,100.0,10.2
2023-10-03,836,while,0.0138,0.5506,97.0,76.56,92.0,85.13
2023-10-02,835,merry,0.0001,0.3469,100.0,49.75,82.0,63.38
2023-10-01,834,beret,0.0,0.0623,100.0,0.53,100.0,14.08
2023-09-30,833,daddy,0.0004,0.4911,34.0,30.1,57.0,53.88
2023-09-29,832,azure,0.0,0.0239,100.0,1.38,100.0,38.8
2023-09-28,831,coach,0.0017,0.365,84.0,73.36,54.0,62.24
2023-09-27,830,smile,0.0008,0.3832,79.0,84.08,80.0,84.3
2023-09-26,829,loyal,0.0003,0.241,100.0,61.32,22.0,17.2
2023-09-25,828,rocky,0.0003,0.2652,100.0,51.1,40.0,38.52
2023-09-24,827,right,0.0174,0.7796,80.0,77.19,78.0,83.66
2023-09-23,826,carol,0.0002,0.3188,100.0,5.1,32.0,26.14
2023-09-22,825,brush,0.0003,0.2555,88.0,62.76,80.0,86.14
2023-09-21,824,stone,0.0012,0.3504,67.0,62.64,57.0,60.85
2023-09-20,823,snare,0.0,0.0531,100.0,0.62,100.0,21.44
2023-09-19,822,close,0.0044,0.507,96.0,76.62,83.0,87.6
2023-09-18,821,frank,0.0011,0.4771,100.0,32.24,43.0,45.29
2023-09-17,820,music,0.0063,0.4725,93.0,79.41,87.0,84.36
2023-09-16,819,angel,0.0005,0.4109,90.0,85.36,81.0,75.36
2023-09-15,818,exert,0.0,0.0482,100.0,3.46,100.0,10.42
2023-09-14,817,rayon,0.0,0.0254,100.0,1.29,100.0,12.04
2023-09-13,816,clear,0.0034,0.4841,84.0,71.9,90.0,87.04
2023-09-12,815,whisk,0.0,0.0424,100.0,1.61,100.0,28.06
2023-09-11,814,older,0.0016,0.3531,96.0,66.47,82.0,82.7
2023-09-10,813,quote,0.0006,0.2216,72.0,75.74,72.0,73.92
2023-09-09,812,lucky,0.0011,0.4673,65.0,60.0,86.0,77.34
2023-09-08,811,rouse,0.0,0.0613,100.0,0.26,100.0,6.27
2023-09-07,810,dwell,0.0001,0.125,100.0,12.58,100.0,27.33
2023-09-06,809,gnash,0.0,0.009,100.0,0.05,100.0,0.06
2023-09-05,808,birch,0.0001,0.088,100.0,0.98,100.0,57.18
2023-09-04,807,giddy,0.0,0.0961,100.0,7.08,100.0,12.86
2023-09-03,806,await,0.0001,0.1424,100.0,2.58,100.0,50.96
2023-09-02,805,onion,0.0001,0.1556,59.0,52.21,70.0,70.52
2023-09-01,804,space,0.0032,0.3952,75.0,72.88,74.0,73.12
2023-08-31,803,bride,0.0002,0.3033,60.0,59.52,70.0,74.47
2023-08-30,802,audio,0.0006,0.1769,100.0,83.19,92.0,87.36
2023-08-29,801,caper,0.0,0.0954,100.0,0.88,100.0,8.32
2023-08-28,800,write,0.002,0.4558,63.0,67.76,70.0,70.4
2023-08-27,799,peace,0.002,0.4,100.0,76.5,90.0,83.96
2023-08-26,798,choir,0.0001,0.1731,100.0,20.78,63.0,41.22
2023-08-25,797,ocean,0.001,0.3236,46.0,41.8,29.0,30.1
2023-08-24,796,wordy,0.0,0.0139,100.0,1.09,100.0,3.62
2023-08-23,795,verve,0.0,0.0202,100.0,0.11,100.0,3.16
2023-08-22,794,spice,0.0002,0.1728,76.0,63.92,68.0,65.11
2023-08-21,793,beach,0.0016,0.3809,88.0,77.12,72.0,70.04
2023-08-20,792,quest,0.0004,0.1882,100.0,48.16,84.0,81.63
2023-08-19,791,magma,0.0,0.0282,100.0,3.26,100.0,22.55
2023-08-18,790,exact,0.0006,0.2972,90.0,60.48,68.0,65.22
2023-08-17,789,amiss,0.0,0.0526,100.0,1.19,100.0,2.33
2023-08-16,788,scrub,0.0001,0.186,100.0,26.36,88.0,79.97
2023-08-15,787,index,0.0007,0.1057,96.0,71.47,76.0,71.26
2023-08-14,786,snaky,0.0,0.0037,100.0,0.04,100.0,0.04
2023-08-13,785,wrath,0.0001,0.1493,100.0,13.32,100.0,53.76
2023-08-12,784,quick,0.0018,0.4414,65.0,73.78,87.0,86.58
2023-08-11,783,hello,0.001,0.599,84.0,86.22,83.0,87.39
2023-08-10,782,empty,0.0007,0.3642,61.0,61.36,88.0,83.26
2023-08-09,781,lover,0.0003,0.3119,75.0,67.55,84.0,78.58
2023-08-08,780,bully,0.0001,0.1979,72.0,46.06,63.0,60.83
2023-08-07,779,brook,0.0001,0.1045,100.0,4.58,42.0,27.22
2023-08-06,778,polyp,0.0,0.021,100.0,0.0,100.0,7.72
2023-08-05,777,anode,0.0,0.0139,100.0,0.06,100.0,2.56
2023-08-04,776,chart,0.0006,0.2207,58.0,70.89,88.0,84.27
2023-08-03,775,party,0.0059,0.5127,57.0,75.75,74.0,80.1
2023-08-02,774,beget,0.0,0.0254,100.0,0.27,100.0,0.84
2023-08-01,773,tenth,0.0002,0.1542,66.0,1.58,35.0,41.52
2023-07-31,772,style,0.0025,0.3229,40.0,50.21,81.0,87.75
2023-07-30,771,bathe,0.0,0.118,100.0,2.14,100.0,18.68
2023-07-29,770,curly,0.0001,0.1796,70.0,54.29,97.0,80.5
2023-07-28,769,ethos,0.0,0.0123,100.0,1.64,100.0,9.53
2023-07-27,768,disco,0.0001,0.1796,88.0,65.96,66.0,64.6
2023-07-26,767,heart,0.0039,0.517,65.0,71.42,65.0,62.34
2023-07-25,766,wheel,0.0006,0.3133,47.0,54.1,87.0,89.22
2023-07-24,765,hobby,0.0002,0.1947,69.0,66.1,77.0,73.21
2023-07-23,764,whale,0.0002,0.2354,31.0,27.78,15.0,16.68
2023-07-22,763,froze,0.0001,0.1556,100.0,0.81,100.0,29.81
2023-07-21,762,burly,0.0,0.0268,100.0,0.26,100.0,3.34
2023-07-20,761,flank,0.0001,0.1624,100.0,2.3,100.0,34.18
2023-07-19,760,tonic,0.0,0.1478,100.0,19.28,58.0,48.76
2023-07-18,759,flyer,0.0001,0.139,100.0,21.9,85.0,75.33
2023-07-17,758,droop,0.0,0.0268,100.0,0.4,100.0,7.7
2023-07-16,757,topaz,0.0,0.0651,100.0,1.16,100.0,21.32
2023-07-15,756,crone,0.0,0.0336,100.0,0.12,100.0,1.06
