date,game,word,wordfreq_commonality,subtlex_commonality,trend_day_language,trend_avg_200_language,trend_day_global,trend_avg_200_global
2023-07-14,755,fiend,0.0,0.1254,100.0,2.06,100.0,8.39
2023-07-13,754,barge,0.0001,0.149,100.0,2.68,100.0,32.16
2023-07-12,753,whirl,0.0,0.0951,100.0,0.87,100.0,14.52
2023-07-11,752,earth,0.0022,0.4332,57.0,61.22,50.0,57.76
2023-07-10,751,folly,0.0,0.0842,100.0,3.23,100.0,16.6
2023-07-09,750,enter,0.0012,0.3219,78.0,73.16,75.0,83.2
2023-07-08,749,cower,0.0,0.0254,100.0,0.34,100.0,1.3
2023-07-07,748,donut,0.0,0.0827,100.0,8.98,29.0,21.44
2023-07-06,747,windy,0.0001,0.1211,37.0,27.7,14.0,12.22
2023-07-05,746,venom,0.0001,0.113,100.0,48.52,84.0,61.48
2023-07-04,745,irate,0.0,0.0448,100.0,3.3,100.0,4.27
2023-07-03,744,hotel,0.0017,0.4366,97.0,83.91,92.0,79.91
2023-07-02,743,mossy,0.0,0.0037,100.0,0.1,100.0,12.55
2023-07-01,742,bleep,0.0,0.1222,100.0,0.08,100.0,3.82
2023-06-30,741,straw,0.0002,0.186,79.0,63.94,79.0,68.08
2023-06-29,740,diner,0.0001,0.2438,100.0,29.65,57.0,60.12
2023-06-28,739,tract,0.0001,0.0834,100.0,1.54,100.0,32.01
2023-06-27,738,about,0.0479,0.7703,61.0,70.67,70.0,81.05
2023-06-26,737,guest,0.0007,0.3488,87.0,71.9,83.0,74.22
2023-06-25,736,rodeo,0.0001,0.1766,100.0,3.9,61.0,42.35
2023-06-24,735,grand,0.0016,0.3908,95.0,84.28,35.0,32.22
2023-06-23,734,covet,0.0,0.0623,100.0,2.04,100.0,7.07
2023-06-22,733,taste,0.001,0.3718,86.0,68.04,75.0,80.31
2023-06-21,732,crane,0.0002,0.333,100.0,36.44,100.0,72.54
2023-06-20,731,frost,0.0002,0.1652,100.0,49.86,63.0,67.56
2023-06-19,730,kazoo,0.0,0.0448,100.0,0.09,100.0,2.66
2023-06-18,729,shyly,0.0,0.0139,100.0,0.18,100.0,0.24
2023-06-17,728,ranch,0.0002,0.2744,100.0,20.47,93.0,79.64
2023-06-16,727,strap,0.0001,0.1708,100.0,30.48,83.0,75.38
2023-06-15,726,maybe,0.0054,0.642,100.0,57.38,75.0,73.11
2023-06-14,725,crime,0.0015,0.4022,74.0,65.21,92.0,86.12
2023-06-13,724,plunk,0.0,0.0123,100.0,0.09,100.0,0.17
2023-06-12,723,wrong,0.0047,0.5884,72.0,72.38,78.0,84.5
2023-06-11,722,guard,0.001,0.3835,100.0,68.34,92.0,82.11
2023-06-10,721,again,0.0096,0.6274,100.0,79.08,33.0,31.1
2023-06-09,720,balsa,0.0,0.0106,100.0,0.22,100.0,3.31
2023-06-08,719,crumb,0.0,0.0968,100.0,0.24,98.0,40.56
2023-06-07,718,hater,0.0,0.0459,100.0,7.4,100.0,22.14
2023-06-06,717,scout,0.0002,0.2472,77.0,56.58,55.0,61.48
2023-06-05,716,ennui,0.0,0.0296,100.0,0.18,100.0,0.2
2023-06-04,715,beast,0.0004,0.3045,84.0,45.82,45.0,38.71
2023-06-03,714,nanny,0.0001,0.2288,100.0,13.86,73.0,60.46
2023-06-02,713,humid,0.0001,0.0593,100.0,14.4,100.0,48.3
2023-06-01,712,jazzy,0.0,0.0375,100.0,0.08,100.0,27.26
2023-05-31,711,agile,0.0,0.0309,100.0,19.15,100.0,58.94
2023-05-30,710,kneel,0.0,0.1734,100.0,7.04,100.0,17.55
2023-05-29,709,mouse,0.0004,0.2821,54.0,57.33,62.0,72.1
2023-05-28,708,skimp,0.0,0.021,100.0,0.12,100.0,1.02
2023-05-27,707,ramen,0.0,0.0,100.0,33.12,100.0,51.04
2023-05-26,706,swine,0.0001,0.159,100.0,1.99,100.0,26.3
2023-05-25,705,bagel,0.0,0.1317,100.0,5.36,76.0,61.62
2023-05-24,704,utter,0.0001,0.169,100.0,11.46,100.0,17.17
2023-05-23,703,clerk,0.0002,0.2473,100.0,41.75,50.0,37.66
2023-05-22,702,igloo,0.0,0.0239,84.0,13.26,100.0,53.12
2023-05-21,701,brash,0.0,0.0323,100.0,1.58,100.0,4.36
2023-05-20,700,flask,0.0,0.0706,100.0,6.6,85.0,80.85
2023-05-19,699,grief,0.0002,0.2321,100.0,40.09,100.0,77.13
2023-05-18,698,shorn,0.0,0.021,100.0,0.04,100.0,0.02
2023-05-17,697,plank,0.0001,0.1045,100.0,11.03,100.0,79.89
2023-05-16,696,latte,0.0,0.1153,100.0,27.55,89.0,77.84
2023-05-15,695,canoe,0.0001,0.1428,100.0,3.82,100.0,41.11
2023-05-14,694,scarf,0.0001,0.1634,80.0,38.42,38.0,45.36
2023-05-13,693,acrid,0.0,0.0037,100.0,0.44,100.0,0.3
2023-05-12,692,snack,0.0002,0.2177,79.0,61.62,92.0,86.76
2023-05-11,691,broom,0.0001,0.1645,85.0,34.39,52.0,45.88
2023-05-10,690,ethic,0.0001,0.067,100.0,14.51,100.0,26.52
2023-05-09,689,cocoa,0.0001,0.1687,100.0,7.18,84.0,62.94
2023-05-08,688,aglow,0.0,0.0362,100.0,0.05,100.0,1.3
2023-05-07,687,ghoul,0.0,0.0661,100.0,5.86,100.0,27.9
2023-05-06,686,anger,0.0005,0.2835,81.0,72.7,89.0,88.72
2023-05-05,685,below,0.0021,0.3165,75.0,62.58,71.0,76.82
2023-05-04,684,guppy,0.0,0.0282,100.0,0.21,100.0,10.76
2023-05-03,683,horde,0.0,0.0715,100.0,1.38,100.0,9.16
2023-05-02,682,sulky,0.0,0.0171,100.0,0.74,100.0,3.76
2023-05-01,681,range,0.0025,0.2977,100.0,69.33,100.0,92.02
2023-04-30,680,plaza,0.0002,0.1815,100.0,34.66,92.0,77.91
2023-04-29,679,cedar,0.0001,0.1174,100.0,2.78,100.0,71.11
2023-04-28,678,circa,0.0001,0.0493,100.0,2.42,100.0,11.64
2023-04-27,677,logic,0.0004,0.1919,100.0,47.45,87.0,76.13
2023-04-26,676,metro,0.0003,0.1607,100.0,35.26,70.0,70.54
2023-04-25,675,joker,0.0001,0.1614,49.0,52.7,32.0,38.22
2023-04-24,674,ditto,0.0,0.0923,100.0,20.58,64.0,34.2
2023-04-23,673,unzip,0.0,0.0563,100.0,0.14,96.0,74.7
2023-04-22,672,broke,0.0014,0.4382,100.0,69.01,94.0,80.46
2023-04-21,671,kayak,0.0,0.0387,100.0,33.78,100.0,71.72
2023-04-20,670,plate,0.0007,0.3085,95.0,68.04,100.0,61.9
2023-04-19,669,thump,0.0,0.1013,100.0,0.5,100.0,14.08
2023-04-18,668,hound,0.0001,0.169,100.0,10.76,93.0,62.2
2023-04-17,667,whiff,0.0,0.1174,100.0,0.37,100.0,2.33
2023-04-16,666,dwelt,0.0,0.009,100.0,0.04,100.0,0.04
2023-04-15,665,agony,0.0001,0.1464,100.0,24.3,100.0,35.34
2023-04-14,664,thief,0.0001,0.3035,100.0,41.7,89.0,73.7
2023-04-13,663,carat,0.0,0.0282,100.0,0.9,100.0,37.32
2023-04-12,662,borax,0.0,0.009,100.0,0.18,100.0,3.2
2023-04-11,661,qualm,0.0,0.0037,100.0,0.4,100.0,0.82
2023-04-10,660,under,0.0103,0.5236,88.0,79.77,79.0,79.78
2023-04-09,659,snafu,0.0,0.04,100.0,0.08,100.0,0.08
2023-04-08,658,ledge,0.0,0.1415,100.0,7.74,100.0,41.54
2023-04-07,657,locus,0.0,0.0268,100.0,4.36,100.0,3.67
2023-04-06,656,leafy,0.0,0.0362,100.0,0.14,100.0,19.66
2023-04-05,655,smash,0.0002,0.209,55.0,31.82,78.0,74.03
2023-04-04,654,ratio,0.0004,0.1353,93.0,58.42,90.0,82.92
2023-04-03,653,flora,0.0001,0.1105,100.0,37.13,100.0,70.06
2023-04-02,652,stock,0.0016,0.3079,46.0,66.16,30.0,59.12
2023-04-01,651,march,0.0035,0.3025,18.0,9.38,33.0,16.71
2023-03-31,650,every,0.0118,0.593,86.0,81.24,90.0,87.86
2023-03-30,649,bread,0.0006,0.3175,71.0,63.53,58.0,61.58
2023-03-29,648,beset,0.0,0.0225,100.0,0.1,100.0,0.45
2023-03-28,647,hurry,0.0003,0.4851,100.0,62.31,86.0,70.35
2023-03-27,646,guano,0.0,0.0309,100.0,0.04,100.0,0.94
2023-03-26,645,untie,0.0,0.1711,100.0,0.57,100.0,8.87
2023-03-25,644,voter,0.0002,0.0552,100.0,33.26,17.0,16.79
2023-03-24,643,grout,0.0,0.0296,100.0,0.32,100.0,29.68
2023-03-23,642,staid,0.0,0.0055,100.0,0.02,100.0,0.02
2023-03-22,641,duvet,0.0,0.0202,100.0,3.05,100.0,33.72
2023-03-21,640,tough,0.0011,0.4244,100.0,57.36,98.0,81.8
2023-03-20,639,glove,0.0001,0.2262,0.0,24.54,47.0,41.96
2023-03-19,638,credo,0.0,0.0482,100.0,4.34,100.0,4.97
2023-03-18,637,yacht,0.0001,0.2087,100.0,32.77,100.0,58.21
2023-03-17,636,mealy,0.0,0.0139,100.0,0.03,100.0,1.04
2023-03-16,635,cider,0.0001,0.1,100.0,6.04,60.0,61.79
2023-03-15,634,sweep,0.0002,0.221,86.0,56.64,77.0,63.89
2023-03-14,633,surly,0.0,0.0504,100.0,0.6,100.0,3.86
2023-03-13,632,blame,0.0008,0.3844,100.0,59.85,94.0,74.01
2023-03-12,631,birth,0.0011,0.3149,62.0,62.56,71.0,74.25
2023-03-11,630,email,0.0009,0.1057,66.0,74.68,57.0,79.11
2023-03-10,629,revel,0.0,0.0552,100.0,5.01,100.0,15.46
2023-03-09,628,where,0.0191,0.7059,75.0,69.08,58.0,61.64
2023-03-08,627,regal,0.0,0.0715,100.0,7.98,44.0,40.7
2023-03-07,626,horse,0.0011,0.4268,69.0,75.54,70.0,75.0
2023-03-06,625,pinky,0.0,0.1763,100.0,4.54,71.0,47.1
2023-03-05,624,toxic,0.0003,0.1668,83.0,73.62,82.0,74.48
2023-03-04,623,trend,0.0006,0.1057,58.0,60.26,67.0,74.65
2023-03-03,622,squat,0.0001,0.1335,60.0,25.91,69.0,48.34
2023-03-02,621,above,0.003,0.3674,93.0,75.74,93.0,73.05
2023-03-01,620,moose,0.0001,0.1763,90.0,26.24,61.0,55.3
2023-02-28,619,polka,0.0,0.1158,100.0,2.12,100.0,33.38
2023-02-27,618,worse,0.0015,0.4319,100.0,44.84,100.0,71.65
2023-02-26,617,syrup,0.0001,0.1699,100.0,62.4,84.0,73.05
2023-02-25,616,fifty,0.0004,0.2807,93.0,62.48,100.0,82.86
2023-02-24,615,arbor,0.0001,0.0531,100.0,0.44,100.0,22.84
2023-02-23,614,vague,0.0001,0.1607,100.0,32.71,100.0,38.0
2023-02-22,613,riper,0.0,0.0055,100.0,0.0,100.0,1.15
2023-02-21,612,ruddy,0.0,0.0504,100.0,0.18,100.0,2.02
2023-02-20,611,sweat,0.0003,0.2941,90.0,54.9,68.0,74.86
2023-02-19,610,kiosk,0.0,0.0349,100.0,8.77,100.0,57.4
2023-02-18,609,avail,0.0001,0.0573,100.0,11.04,100.0,16.98
2023-02-17,608,cache,0.0001,0.0448,100.0,11.09,100.0,56.6
2023-02-16,607,magic,0.0011,0.3743,92.0,74.04,72.0,67.0
2023-02-15,606,salsa,0.0001,0.1075,77.0,54.21,35.0,38.48
2023-02-14,605,sound,0.0027,0.4673,82.0,72.69,90.0,89.53
2023-02-13,604,usage,0.0003,0.0387,100.0,41.97,100.0,74.09
2023-02-12,603,giant,0.0008,0.3133,100.0,66.04,78.0,73.14
2023-02-11,602,debug,0.0,0.0171,100.0,2.35,100.0,57.02
2023-02-10,601,heady,0.0,0.0309,100.0,0.06,100.0,1.1
2023-02-09,600,stage,0.0024,0.3609,78.0,65.52,77.0,71.87
2023-02-08,599,flail,0.0,0.0156,100.0,0.25,100.0,2.54
2023-02-07,598,apple,0.0011,0.3012,56.0,57.39,41.0,47.44
2023-02-06,597,ninth,0.0002,0.19,100.0,2.24,100.0,50.56
2023-02-05,596,dance,0.0016,0.4702,86.0,80.94,81.0,69.49
2023-02-04,595,unlit,0.0,0.0055,100.0,0.08,100.0,1.63
2023-02-03,594,tasty,0.0001,0.1869,100.0,22.08,94.0,78.0
2023-02-02,593,shirk,0.0,0.021,100.0,0.87,100.0,1.81
2023-02-01,592,scold,0.0,0.0787,100.0,13.63,100.0,13.59
2023-01-31,591,cross,0.0019,0.3783,91.0,70.79,97.0,89.34
2023-01-30,590,crave,0.0001,0.1057,100.0,30.68,75.0,47.83
2023-01-29,589,fishy,0.0,0.1254,100.0,17.7,100.0,50.08
2023-01-28,588,flirt,0.0001,0.1497,100.0,47.8,100.0,68.93
2023-01-27,587,worry,0.0013,0.5321,86.0,61.8,11.0,18.78
2023-01-26,586,beefy,0.0,0.0254,100.0,0.11,100.0,11.66
2023-01-25,585,maize,0.0,0.0156,100.0,1.7,100.0,13.38
2023-01-24,584,count,0.0013,0.4238,63.0,58.34,75.0,67.69
2023-01-23,583,elude,0.0,0.0323,100.0,3.18,100.0,3.5
2023-01-22,582,matey,0.0,0.0741,100.0,0.05,100.0,0.23
2023-01-21,581,blurb,0.0,0.021,100.0,0.72,100.0,5.44
2023-01-20,580,alter,0.0002,0.1649,71.0,40.26,76.0,60.69
2023-01-19,579,mucky,0.0,0.0156,100.0,0.1,100.0,2.19
2023-01-18,578,chard,0.0,0.009,100.0,0.1,100.0,4.55
2023-01-17,577,adopt,0.0003,0.1631,78.0,60.78,73.0,67.32
2023-01-16,576,frock,0.0,0.0573,100.0,0.4,100.0,28.46
2023-01-15,575,spire,0.0,0.009,100.0,0.11,100.0,18.18
2023-01-14,574,koala,0.0,0.0448,100.0,23.1,100.0,57.27
2023-01-13,573,human,0.0043,0.4543,84.0,76.25,87.0,81.54
2023-01-12,572,leapt,0.0,0.0593,100.0,0.14,100.0,1.34
2023-01-11,571,sedan,0.0001,0.0954,100.0,1.63,100.0,46.03
2023-01-10,570,grimy,0.0,0.0387,100.0,0.56,100.0,1.08
2023-01-09,569,pixie,0.0,0.0563,100.0,0.84,100.0,47.58
2023-01-08,568,opera,0.0004,0.2722,100.0,59.86,83.0,71.82
2023-01-07,567,lemon,0.0002,0.2412,80.0,67.27,78.0,73.62
2023-01-06,566,belie,0.0,0.0156,100.0,0.12,100.0,0.07
2023-01-05,565,sleek,0.0,0.0573,100.0,2.94,100.0,26.71
2023-01-04,564,layer,0.0005,0.1456,100.0,57.28,90.0,80.37
2023-01-03,563,antic,0.0,0.0072,100.0,0.12,100.0,8.5
2023-01-02,562,skirt,0.0002,0.225,56.0,63.58,67.0,73.68
2023-01-01,561,whine,0.0,0.0909,100.0,4.54,100.0,16.83
2022-12-31,560,manly,0.0001,0.152,100.0,1.54,66.0,33.01
2022-12-30,559,molar,0.0,0.0387,100.0,1.7,78.0,66.48
2022-12-29,558,havoc,0.0001,0.0803,100.0,16.11,100.0,19.91
2022-12-28,557,impel,0.0,0.0055,100.0,0.21,100.0,0.82
2022-12-27,556,condo,0.0001,0.1553,100.0,2.29,100.0,52.8
2022-12-26,555,judge,0.0017,0.4125,75.0,64.12,16.0,26.16
2022-12-25,554,extra,0.0018,0.385,49.0,70.36,60.0,60.7
2022-12-24,553,poise,0.0,0.0697,100.0,5.43,100.0,9.76
2022-12-23,552,aorta,0.0,0.0872,100.0,0.96,100.0,22.36
2022-12-22,551,excel,0.0001,0.0515,75.0,73.39,78.0,73.64
2022-12-21,550,lunar,0.0001,0.1051,31.0,7.45,4.0,3.71
2022-12-20,549,third,0.004,0.4064,71.0,66.25,77.0,81.96
2022-12-19,548,slate,0.0001,0.1357,92.0,51.68,99.0,78.76
2022-12-18,547,taper,0.0,0.0156,100.0,8.68,100.0,62.74
2022-12-17,546,chord,0.0001,0.0974,100.0,35.15,99.0,73.69
2022-12-16,545,probe,0.0002,0.1586,100.0,35.32,85.0,58.49
2022-12-15,544,rival,0.0003,0.147,100.0,34.56,85.0,69.54
2022-12-14,543,usual,0.0008,0.3424,58.0,37.18,85.0,66.89
2022-12-13,542,spoke,0.0008,0.3458,100.0,60.52,100.0,74.14
2022-12-12,541,apply,0.0012,0.2446,100.0,59.29,86.0,83.22
2022-12-11,540,naive,0.0001,0.1887,100.0,10.82,100.0,13.95
2022-12-10,539,knock,0.0004,0.3932,77.0,51.96,70.0,61.85
2022-12-09,538,braid,0.0,0.0623,100.0,2.97,92.0,69.68
2022-12-08,537,infer,0.0,0.0424,100.0,11.1,100.0,11.74
2022-12-07,536,joust,0.0,0.0715,100.0,0.12,100.0,1.38
2022-12-06,535,amber,0.0002,0.2189,39.0,13.61,4.0,8.38
2022-12-05,534,woken,0.0,0.0857,100.0,0.1,100.0,4.7
2022-12-04,533,adore,0.0001,0.2036,88.0,42.44,100.0,66.18
2022-12-03,532,torso,0.0,0.0981,96.0,5.81,56.0,29.82
2022-12-02,531,chafe,0.0,0.021,100.0,0.28,100.0,1.88
2022-12-01,530,eject,0.0,0.0827,97.0,5.9,100.0,60.4
2022-11-30,529,study,0.0035,0.3677,92.0,72.38,82.0,74.4
2022-11-29,528,undue,0.0,0.0424,100.0,1.0,100.0,2.18
2022-11-28,527,tepid,0.0,0.0202,100.0,1.48,100.0,2.13
2022-11-27,526,happy,0.0043,0.5461,37.0,40.66,22.0,25.64
2022-11-26,525,clean,0.0018,0.4516,57.0,73.06,82.0,85.96
2022-11-25,524,itchy,0.0,0.1113,100.0,8.46,77.0,85.26
2022-11-24,523,feast,0.0002,0.1919,100.0,44.77,58.0,49.54
2022-11-23,522,drive,0.0026,0.4734,74.0,71.27,79.0,87.58
2022-11-22,521,prime,0.0012,0.2781,64.0,57.42,49.0,45.23
2022-11-21,520,axiom,0.0,0.0123,100.0,0.54,100.0,2.88
2022-11-20,519,brave,0.0004,0.3277,68.0,70.76,73.0,77.97
2022-11-19,518,avert,0.0,0.0436,100.0,2.92,100.0,3.98
2022-11-18,517,glyph,0.0,0.009,100.0,0.06,100.0,1.04
2022-11-17,516,there,0.039,0.7872,99.0,75.55,87.0,87.96
2022-11-16,515,baker,0.0003,0.2525,100.0,50.13,43.0,38.26
2022-11-15,514,snarl,0.0,0.04,100.0,0.1,100.0,1.92
2022-11-14,513,maple,0.0001,0.1357,100.0,29.44,33.0,35.15
2022-11-13,512,inane,0.0,0.0336,100.0,0.14,100.0,0.41
2022-11-12,511,valet,0.0,0.1708,100.0,14.94,30.0,12.71
2022-11-11,510,medal,0.0005,0.2379,100.0,16.52,4.0,5.92
2022-11-10,509,unite,0.0002,0.1307,85.0,46.55,74.0,67.7
2022-11-09,508,rainy,0.0001,0.1474,99.0,56.04,56.0,67.1
2022-11-08,507,spell,0.0004,0.3409,73.0,73.66,84.0,83.92
2022-11-07,506,begin,0.0013,0.3815,86.0,62.38,89.0,73.36
2022-11-06,505,stale,0.0001,0.1284,100.0,16.95,100.0,34.06
2022-11-05,504,dream,0.0016,0.4604,49.0,54.72,38.0,36.23
2022-11-04,503,photo,0.0018,0.298,87.0,83.74,78.0,76.36
2022-11-03,502,aloud,0.0001,0.0981,100.0,12.13,100.0,40.27
2022-11-02,501,inept,0.0,0.0573,100.0,2.84,100.0,3.8
2022-11-01,500,piney,0.0,0.0139,100.0,0.07,100.0,1.6
2022-10-31,499,aptly,0.0,0.0309,100.0,0.4,100.0,1.01
2022-10-30,498,waltz,0.0,0.1755,100.0,1.05,100.0,41.7
2022-10-29,497,libel,0.0,0.0697,100.0,1.25,100.0,3.48
2022-10-28,496,sneak,0.0002,0.271,77.0,15.64,100.0,49.48
2022-10-27,495,carry,0.0015,0.395,100.0,72.14,70.0,70.94
2022-10-26,494,flout,0.0,0.0171,100.0,0.04,100.0,0.02
2022-10-25,493,foggy,0.0,0.0779,100.0,13.49,100.0,52.81
2022-10-24,492,fault,0.0008,0.4374,100.0,53.6,85.0,75.11
2022-10-23,491,mummy,0.0001,0.2236,60.0,17.7,68.0,49.07
2022-10-22,490,spiel,0.0,0.0323,100.0,9.84,100.0,18.26
2022-10-21,489,grove,0.0002,0.1486,100.0,7.75,95.0,88.34
2022-10-20,488,denim,0.0001,0.0471,100.0,18.98,93.0,78.8
2022-10-19,487,quirk,0.0,0.0309,100.0,1.0,100.0,15.5
2022-10-18,486,exist,0.001,0.3195,100.0,56.2,99.0,75.38
2022-10-17,485,stein,0.0001,0.1312,100.0,4.14,100.0,18.56
2022-10-16,484,spade,0.0,0.1125,100.0,29.42,33.0,26.7
2022-10-15,483,catch,0.0014,0.462,74.0,73.47,81.0,83.31
2022-10-14,482,floor,0.0017,0.4343,63.0,54.5,92.0,90.79
2022-10-13,481,equal,0.0009,0.2504,94.0,58.99,85.0,71.88
2022-10-12,480,ionic,0.0,0.0139,100.0,0.37,100.0,16.94
2022-10-11,479,valid,0.0005,0.1353,100.0,46.5,95.0,75.23
2022-10-10,478,enjoy,0.0024,0.4161,88.0,75.42,81.0,78.9
2022-10-09,477,howdy,0.0,0.2481,100.0,3.39,100.0,12.26
2022-10-08,476,vigor,0.0,0.0323,100.0,13.23,100.0,19.14
2022-10-07,475,dandy,0.0,0.1583,100.0,3.87,100.0,31.08
2022-10-06,474,sloth,0.0,0.0842,100.0,6.0,100.0,45.34
2022-10-05,473,marsh,0.0001,0.1415,100.0,2.5,66.0,44.65
2022-10-04,472,bough,0.0,0.0239,100.0,0.13,100.0,1.05
2022-10-03,471,sting,0.0001,0.1956,100.0,44.91,54.0,58.08
2022-10-02,470,twine,0.0,0.0424,100.0,0.24,100.0,16.98
2022-10-01,469,leave,0.0042,0.5949,76.0,75.64,70.0,81.84
2022-09-30,468,scorn,0.0,0.0724,100.0,7.52,100.0,7.58
2022-09-29,467,scald,0.0,0.0225,100.0,0.09,100.0,2.22
2022-09-28,466,usurp,0.0,0.0156,100.0,0.08,100.0,0.14
2022-09-27,465,soggy,0.0,0.0642,100.0,3.26,100.0,18.95
2022-09-26,464,brisk,0.0,0.067,100.0,7.54,100.0,21.98
2022-09-25,463,admit,0.0007,0.385,89.0,50.66,13.0,26.18
2022-09-24,462,grate,0.0,0.0661,100.0,8.34,100.0,22.32
2022-09-23,461,glory,0.0004,0.2925,60.0,36.66,35.0,33.75
2022-09-22,460,saint,0.0005,0.2763,58.0,47.34,65.0,73.89
2022-09-21,459,recap,0.0001,0.0583,100.0,19.86,100.0,76.69
2022-09-20,458,alike,0.0003,0.2362,100.0,19.3,100.0,67.96
2022-09-19,457,trice,0.0,0.0106,100.0,0.06,100.0,0.38
2022-09-18,456,stick,0.0011,0.431,74.0,74.76,90.0,84.22
2022-09-17,455,chute,0.0,0.1436,100.0,3.98,100.0,30.34
2022-09-16,454,parer,0.0,0.0,100.0,0.05,100.0,0.04
2022-09-15,453,doubt,0.0015,0.3906,100.0,54.08,100.0,68.85
2022-09-14,452,thyme,0.0,0.0171,100.0,2.1,100.0,51.88
2022-09-13,451,alpha,0.0003,0.2077,100.0,53.44,93.0,87.68
2022-09-12,450,booze,0.0001,0.233,100.0,7.11,100.0,25.6
2022-09-11,449,tibia,0.0,0.0459,100.0,1.76,100.0,26.88
2022-09-10,448,lofty,0.0,0.0542,100.0,4.35,100.0,9.78
2022-09-09,447,theme,0.0008,0.254,94.0,45.16,32.0,32.35
2022-09-08,446,class,0.0044,0.4486,86.0,69.81,73.0,66.46
2022-09-07,445,leery,0.0,0.1344,100.0,0.17,100.0,0.3
2022-09-06,444,taunt,0.0,0.0459,100.0,11.85,100.0,8.72
2022-09-05,443,whoop,0.0,0.1486,100.0,3.68,100.0,12.52
2022-09-04,442,inter,0.0003,0.0282,100.0,4.06,41.0,27.28
2022-09-03,441,gully,0.0,0.0613,100.0,0.23,100.0,10.99
2022-09-02,440,charm,0.0003,0.2638,100.0,62.72,75.0,66.67
2022-09-01,439,fungi,0.0001,0.0156,100.0,20.32,100.0,46.85
2022-08-31,438,prize,0.0007,0.2962,100.0,42.48,51.0,56.46
2022-08-30,437,onset,0.0001,0.0573,100.0,8.51,100.0,43.02
2022-08-29,436,chief,0.0025,0.4105,100.0,57.0,70.0,71.36
2022-08-28,435,gauze,0.0,0.0834,100.0,0.72,100.0,12.51
2022-08-27,434,ruder,0.0,0.0156,100.0,0.0,100.0,1.1
2022-08-26,433,irony,0.0001,0.1614,100.0,32.76,100.0,42.16
2022-08-25,432,clown,0.0002,0.2652,83.0,60.9,81.0,77.99
2022-08-24,431,needy,0.0001,0.1312,100.0,16.25,91.0,51.33
2022-08-23,430,woven,0.0001,0.0459,100.0,1.46,100.0,53.44
2022-08-22,429,merit,0.0002,0.139,100.0,20.25,82.0,34.5
2022-08-21,428,waste,0.0012,0.3753,67.0,68.53,50.0,70.32
2022-08-20,427,treat,0.0011,0.3729,72.0,70.82,86.0,87.1
2022-08-19,426,shrug,0.0,0.0309,100.0,7.26,100.0,30.2
2022-08-18,425,twang,0.0,0.0139,100.0,0.13,100.0,1.07
2022-08-17,424,twice,0.0013,0.3902,87.0,70.06,66.0,71.19
2022-08-16,423,gruel,0.0,0.0349,100.0,0.08,100.0,1.03
2022-08-15,422,poker,0.0002,0.2666,67.0,56.82,71.0,66.06
2022-08-14,421,khaki,0.0,0.0563,100.0,0.44,100.0,31.79
2022-08-13,420,hunky,0.0,0.0563,100.0,0.12,100.0,2.58
2022-08-12,419,label,0.0005,0.194,60.0,40.82,43.0,40.26
2022-08-11,418,glean,0.0,0.0037,100.0,0.19,100.0,0.96
2022-08-10,417,cling,0.0001,0.118,100.0,11.32,100.0,31.42
2022-08-09,416,patty,0.0001,0.234,100.0,0.55,100.0,37.98
2022-08-08,415,unfit,0.0001,0.088,100.0,0.12,100.0,19.3
2022-08-07,414,smear,0.0001,0.1087,100.0,4.68,97.0,41.32
2022-08-06,413,alien,0.0004,0.2738,60.0,32.28,55.0,41.8
2022-08-05,412,buggy,0.0,0.1174,100.0,3.4,88.0,51.88
2022-08-04,411,rhyme,0.0001,0.1586,98.0,35.16,52.0,41.5
2022-08-03,410,youth,0.0011,0.2707,56.0,50.03,51.0,45.24
2022-08-02,409,coyly,0.0,0.0055,100.0,0.08,100.0,0.06
2022-08-01,408,quart,0.0,0.1057,100.0,1.31,81.0,40.64
2022-07-31,407,cramp,0.0,0.1254,100.0,5.09,89.0,55.1
2022-07-30,406,bluff,0.0001,0.1858,100.0,12.72,66.0,48.19
2022-07-29,405,upset,0.0008,0.4063,59.0,40.7,43.0,43.86
2022-07-28,404,stomp,0.0,0.1222,100.0,2.18,100.0,39.63
2022-07-27,403,motto,0.0001,0.1699,96.0,42.88,71.0,43.74
2022-07-26,402,cinch,0.0,0.1428,100.0,0.68,100.0,6.14
2022-07-25,401,elope,0.0,0.0787,100.0,1.71,100.0,7.78
2022-07-24,400,power,0.0063,0.4708,36.0,45.47,36.0,42.53
2022-07-23,399,midge,0.0,0.1039,100.0,0.09,100.0,0.96
2022-07-22,398,tryst,0.0,0.0309,100.0,0.06,100.0,1.2
2022-07-21,397,aphid,0.0,0.0072,100.0,0.06,100.0,0.84
2022-07-20,396,trite,0.0,0.0542,100.0,1.6,100.0,1.1
2022-07-19,395,angry,0.0009,0.3847,37.0,39.1,39.0,43.1
2022-07-18,394,flock,0.0001,0.1627,100.0,14.68,84.0,47.18
2022-07-17,393,wacky,0.0,0.1353,100.0,1.03,100.0,19.26
2022-07-16,392,roomy,0.0,0.0309,100.0,0.14,100.0,4.34
2022-07-15,391,wedge,0.0001,0.113,100.0,7.42,67.0,50.46
2022-07-14,390,liver,0.0003,0.2563,58.0,38.61,49.0,46.02
2022-07-13,389,bland,0.0001,0.0688,100.0,14.38,100.0,36.96
2022-07-12,388,night,0.0078,0.6357,40.0,44.26,42.0,43.62
2022-07-11,387,madam,0.0001,0.3577,100.0,22.1,61.0,43.94
